Toidu nimi (EST),"Energia (sh kiudained), kcal","Süsivesikud, imenduvad, g","Rasvad, g","Valgud, g","Alkohol, g","Vesi, g","Tuhk, g","Süsivesikud, kokku, g","Kiudained, g","Tärklis, g","Suhkrud, kokku, g","Sahharoos, g","Laktoos, g","Maltoos, g","Glükoos, g","Fruktoos, g","Galaktoos, g","Rasvhapped, kokku, g","Küllastunud rasvhapped, g","Monoküllastumata rasvhapped, g","Polüküllastumata rasvhapped, g","Trans-rasvhapped, g","Palmitiinhape (C16), g","Steariinhape (C18), g","Linoolhape (C18:2), g","Linoleenhape (C18:3), g","Kolesterool, mg","Naatrium, mg","Kaalium, mg","Kaltsium, mg","Magneesium, mg","Fosfor, mg","Raud, mg","Tsink, mg","Vask, mg","Mangaan, mg","Jood, µg","Seleen, µg","Kroom, µg","Nikkel, µg","Vitamiin A, RE","Retinool, µg","Beeta-karoteeni ekvivalent, BCE","Vitamiin D, µg","Vitamiin D3, µg","Vitamiin E, ?TE","Vitamiin K, µg","Vitamiin B1, mg","Vitamiin B2, mg","Niatsiini ekvivalent, kokku, NE","Niatsiin, mg","Niatsiini ekviv. trüptofaanist, mg","Pantoteenhape, mg","Vitamiin B6, mg","Biotiin, µg","Folaadid, µg","Vitamiin B12, µg","Vitamiin C, mg","Soola ekvivalent, g"
"Singirullid, küüslaugu-juustutäidisega",350.6730042,2.738539934,30.08539963,17.17499924,0,46.18170166,3.280200005,2.863539934,0.125,0.80755198,0.63646698,0.553085029,0.0411667,0,0.019902101,0.0223125,0,28.6291008,11.39900017,12.83250046,4.397600174,0.416667014,4.404139996,1.783310056,2.541120052,1.006620049,74.17040253,692.375,100.2480011,412.375,21.02910042,311.7640076,0.466156989,21.27440071,0.053435002,0.168809995,15.2592001,11.02620029,4.618130207,3.827310085,126.5429993,121.1650009,64.79560089,0.244891003,0.192807004,2.606679916,19.32570076,0.090271197,0.0399312,3.894469976,0.543749988,3.223289967,0.212731004,0.0744031,1.761029959,21.33289909,1.223960042,0.133913994,1.730939984
Täidetud munad,247.173996,1.157140017,22.43569946,10.12860012,0,64.51290131,1.013910055,1.211899996,0.054761901,0.262499988,0.897370994,0.44284299,0.119618997,0,0.290767014,0.044142898,0,21.04089928,8.261899948,9.494580269,3.284379959,0.309524,4.693729877,1.641589999,2.120029926,0.468553007,310.9849854,153.2380066,109.5630035,51.20859909,13.56809998,176.5140076,2.06836009,1.14586997,0.058382601,0.054758601,17.12590027,15.30809975,1.543259978,1.096699953,293.5020142,288.9179993,55.23320007,2.350039959,2.350039959,2.512109995,7.902760029,0.0868209,0.324126005,2.456799984,0.078690499,2.787849903,1.04121995,0.078045197,12.86859989,41.91239929,1.844740033,0,0.383094996
"Rukkiburger, tüüp 'Hesburger'",213.2630005,15.80000019,12.30000019,8.619999886,0,61.39910126,1.167649984,18.24150085,2.441540003,13.60000038,2.24000001,0.560000002,0,0.052000001,0.707000017,0.930999994,0,12.36999989,3.450000048,4.289999962,4.630000114,0,2.373559952,1.592939973,4.928190231,0.594385028,29.36149979,330,206.3110046,13.19120026,22.0102005,93.05539703,1.121189952,1.395990014,0.092765398,0.800855994,1.141729951,8.178850174,1.561439991,2.594229937,24.21319962,17.42690086,81.76270294,0.219614998,0,1.026000023,2.346729994,0.033223499,0.036353402,2.066009998,1.35205996,0.0946154,0.212430999,0.0832754,0.359385014,7.471389771,0.280768991,1.290140033,0.827000022
"Toortatar, kuivaine",349.7999878,61.5,3.400000095,13.30000019,0,9.800000191,2.099999905,71.5,10,,0,,0,,,,,2.799999952,0.699999988,1,1.100000024,0,0.5,0,1,0.100000001,0,1,347,18,231,347,2.200000048,2.400000095,1.100000024,1.299999952,5,8.300000191,1.399999976,420,0,0,0,0,0,0.100000001,,0.100000001,0.400000006,10.19999981,7,3.200000048,1.200000048,0.200000003,,30,0,0,0.0025
"Sealiha, kaelakarbonaad, grillitud",234.1000061,0,17.29999924,19.60000038,0,61.29999924,1.799999952,0,0,0,0,0,0,0,0,0,0,16.5,7.5,7.099999905,1.899999976,,4.400000095,2.599999905,1.5,0.100000001,98,465,355,14,27,210,2.299999952,3.700000048,,,,3,,,12,12,0,1,,0.300000012,,0.560000002,0.340000004,8,4.400000095,3.599999905,,0.319999993,,5,0.699999988,0,1.162500024
"Roheline tee, valmisjook",0.400000006,0,0,0.100000001,0,99.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,1,0.100000001,0,0,0,0,0,,,0,0,0,0,0,,,0,0.02,0.100000001,0.100000001,0,0,0,0,0,0,3,0.0025
"Piim, R 3,5%, D-vitamiiniga, tüüp 'Tere'",63.09999847,4.699999809,3.5,3.200000048,0,87.80000305,0.800000012,4.699999809,0,0,4.699999809,0,4.699999809,0,0,0,0,2.799999952,1.899999976,0.800000012,0.100000001,0.150000006,1,0.400000006,0.100000001,0,11,40,160,124,11,90,0,0.400000006,0,0,17,1.600000024,0,1,28.60000038,27.29999924,15.30000019,0.800000012,0.800000012,0.090000004,0.810000002,0.029999999,0.180000007,0.800000012,0.100000001,0.699999988,0.340000004,0.050000001,1.399999976,11,0.449999988,1,0.100000001
"Bulgur, kuivaine",356.1000061,68.19999695,2.299999952,11.80000019,0,9.100000381,1.100000024,75.90000153,7.699999809,67.69999695,0,,0,,,,,0.899999976,0.200000003,0.200000003,0.5,0,0.200000003,0,0.5,0,0,17,410,35,164,300,2.5,1.899999976,0.300000012,3,2.700000048,2.299999952,1.200000048,29,0.414999992,0,5,0,0,0.059999999,1.899999976,0.230000004,0.119999997,8.300000191,5.099999905,3.200000048,1,0.340000004,1.899999976,27,0,0,0.0425
"Tursamaks, konserveeritud",419.2000122,0,44.40000153,4.900000095,0,45.70000076,2,0,0,0,0,0,0,0,0,0,0,42.59999847,9.600000381,21.29999924,11.69999981,0,6.199999809,1.299999952,1,0.699999988,210,446,130,10,10.19999981,145,3.099999905,2,0.400000006,0,370,78,21,1.799999952,4170,4170,0,54,,5,,0.039999999,0.600000024,4.050000191,3.299999952,0.75,0.540000021,0.150000006,,260,16,4,1.11500001
Must ja punane kalamari,275.5,4,17.89999962,24.60000038,0,47.5,6.5,4,0,0,0,0,0,0,0,0,0,16.10000038,4.099999905,4.599999905,7.400000095,,3.5,0.300000012,0.100000001,0,588,1500,181,275,300,356,11.89999962,0.949999988,0.109999999,0,140,65,,,271,271,0,2.900000095,2.900000095,1.899999976,0.600000024,0.189999998,0.620000005,5.519999981,0.119999997,5.400000095,3.5,0.319999993,,50,20,0,3.75
Siiamari,104.5,4.900000095,2.900000095,14.69999981,0,76.19999695,1.299999952,4.900000095,0,0,0,0,0,0,0,0,0,2.599999905,0.5,1,1.100000024,,0.400000006,0.100000001,0.100000001,0.100000001,439,160,190,46,30,306,5.900000095,2.099999905,0.219999999,0.219999999,,93,,,91,91,0,,,2.700000048,0.600000024,0.090000004,0.400000006,5.699999809,1,4.699999809,1.100000024,0.159999996,,53,56,12,0.400000006
"Kohupiimapasta, rosina, R 5%, rikastatud D-vitamiiniga, tüüp 'Tere'",150.1320038,19,5,7.099999905,0,68.14199829,0.896399975,19.36599922,0.365999997,1,18,11.19999981,3.049999952,0.050000001,1.830000043,1.789999962,0.081,4.238699913,2.700000048,1.394099951,0.144600004,0.194800004,1.378900051,0.533200026,0.096900001,0.047699999,17.23800087,24,129.5839996,89.99680328,10.53759956,88.04589844,0.192969993,0.391600013,0.02513,0.081100002,13.625,2.121400118,1.050999999,2.802099943,50.21490097,47.8404007,28.60829926,0.800000012,,0.2412,1.185099959,0.023460001,0.157920003,1.433799982,0.148699999,1.285099983,0.304259986,0.040130001,3.904799938,6.801000118,0.508459985,0.315225005,0.059999999
"Skumbria, värske",215.3999939,0,15,20.10000038,0,62,2.799999952,0,0,0,0,0,0,0,0,0,0,13.19999981,4.099999905,5.099999905,4,0,2.5,0.5,0.200000003,0.200000003,48.79999924,36,463,8,30,240,0.649999976,0.330000013,0.079999998,0,54,37,0.699999988,0.400000006,40,40,0,13,13,0.300000012,0,0.129999995,0.189999998,16,12,3.700000048,0.850000024,0.730000019,5,11,6.800000191,0,0.090000004
"Kammkarp, toores",42.5,0,0.5,9.5,0,87.5,2,0,0,0,0,0,0,0,0,0,0,0.400000006,0.100000001,0.100000001,0.200000003,0,0.100000001,0,0,0,12.60000038,552,113,4,18,467,0.209999993,0.769999981,0.100000001,2.400000095,4,9.699999809,,340,1,1,0,0,0,0.699999988,0,0,0,2.200000048,0.5,1.700000048,0.150000006,0.039999999,1.100000024,11,0.589999974,0,1.379999995
Kõrvitsaseemneõli,900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.30000305,16.60000038,28,49.70000076,0,11.19999981,5.400000095,49.20000076,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,110,0,0,0,0,0,0,0,0,0,0,0,0
"Jogurt, kitsepiimast, R 3,2%",59.20000076,4.300000191,3.200000048,3.299999952,0,88.69999695,0.699999988,4.300000191,0,0,4.300000191,0,2.599999905,0,0,0,1.700000048,2.900000095,2.099999905,0.699999988,0.100000001,,0.800000012,0.300000012,0.100000001,0,11,39,170,120,14,110,0.200000003,0.400000006,0,0,,,,,,,0,,,0.029999999,,0.039999999,0.170000002,1.100000024,0.300000012,0.800000012,0.230000004,0.059999999,0.5,7,0,1,0.097499996
"Jogurt, lambapiimast, R 6%",93.19999695,5,6,4.800000191,0,80.90000153,0.699999988,5,0,0,5,0,4.5,0,0,0,0.5,6,4.199999809,1.600000024,0.200000003,,,,,,14,150,190,150,16,140,0,0.5,0,0,,1,,,86.91300201,86,11,0.200000003,,0.730000019,,0.050000001,0.330000013,1.200000048,0.200000003,1,,0.079999998,,3,0.200000003,0,0.375
"Batoonike, kompvek, küpsise ja marmelaaditükkidega, tüüp 'Kirju koer'",535,59,29,7.300000191,0,1.222100019,0.658999979,63.40000153,4.400000095,15,44,41.40000153,1.669999957,0,0.540000021,0.356000006,0,28.95999908,20,7.050000191,1.909999967,0,10.20110035,1.786929965,2.360389948,0.162949994,17.28800011,80,176.5050049,36.15919876,29.29739952,73.95010376,1.490159988,0.654169977,0.219170004,0.202399999,9.31400013,2.638799906,9.094499588,48.16019821,45.31949997,41.84500122,41.86149979,0.163200006,0.0156,1.945500016,1.83099997,0.043134,0.06825,0.899003029,0.223975003,0.2676,0.226480007,0.025607999,1.493039966,4.425749779,0.143299997,0.259299994,0.200000003
"Pärmilehttaignapirukas, vaniljekreemi ja moosiga",272.5230103,38.46709824,10.80360031,4.76376009,0,42.70819855,0.697219014,39.65060043,1.183459997,15.12380028,16.23329926,13.26080036,1.788249969,0,0.634536028,0.549739003,0,10.12380028,6.461140156,3.006669998,0.655973971,0.277503014,3.138410091,1.06772995,0.462837011,0.064823598,51.31219864,135.0749969,121.8639984,51.41569901,11.72539997,79.59950256,0.501942992,0.457302004,0.0694419,0.348865986,8.066829681,4.098840237,1.119410038,2.840140104,111.0360031,100.9039993,122.072998,0.270464003,0.270464003,0.467489988,1.221660018,0.0807852,0.064067297,1.562590003,0.325035989,0.635912001,0.318461001,0.039667401,2.435080051,17.73679924,0.323208988,0.569355011,0.337686986
"Koorikleib, täisterarukkijahust, tüüp 'Eesti Pagar'",253.3999939,46.59999847,1.399999976,8.5,0,28.39170074,1.745900035,56.79999924,10.19999981,45.59999847,1,0.400000006,0,0.214000002,0.209999993,0.171000004,0,1.389999986,0.200000003,0.209999993,0.980000019,0,0.153300002,0,0.587800026,0.079499997,0,480,419.0700073,25.63699913,84.62799835,265.2380066,2.674700022,2.546350002,0.290960014,2.566099882,3.767999887,4.719500065,2.77699995,6.802400112,0.473057985,0,5.699500084,0,0,0.727999985,3.812700033,0.126320004,0.052159999,2.493469954,1.687129974,1.17840004,0.569999993,0.154284,3.148799896,42.0320015,0,0.542500019,1.200000048
"Verivorst, R 12%, küpsetatud",253.6990051,17.66469955,14.17140007,12.79069996,0,48.69649887,3.229290009,19.8321991,2.16753006,17.19650078,0.454412013,0.198235005,0,0.0138235,0.134118006,0.108235002,0,12.98880005,4.898709774,6.073410034,2.016710043,0.035529401,3.005059958,1.684710026,1.834120035,0.144235,22.98819923,1058.670044,150.2409973,11.99180031,25.71879959,99.24590302,9.364239693,0.946353018,0.208952993,1.693289995,5.751180172,5.95235014,3.602940083,16.10810089,12.42720032,7.430590153,60.20000076,0.108000003,0.108000003,0.337529004,0.62588203,0.0233449,0.0147706,1.44867003,0.691533983,0.919294,0.085756198,0.0258522,1.77899003,1.654710054,0.122118004,0.0172059,2.646660089
"Kohupiimapasta, marjade või puuviljadega, R 4,2%, rikastatud D-vitamiiniga, tüüp 'Tere'",124.8190002,14.5,4.199999809,7.150000095,0,72.84619904,0.627699971,14.70940018,0.209399998,0.078199998,14.5,10.10000038,3.640000105,0.079999998,0.300000012,0.234999999,0.135000005,3.578700066,2.299999952,1.156000018,0.122699998,0.164399996,1.183500051,0.442099988,0.082199998,0.037099998,15.80080032,24,99.38200378,82.66899872,9.307999611,78.27899933,0.145180002,0.405660003,0.0127,0.297500014,7.835800171,2.209599972,0.600799978,2.028700113,41.99850082,39.79019928,26.60589981,0.800000012,,0.134320006,0.423460007,0.015969999,0.157000005,1.477300048,0.135299996,1.342000008,0.35108,0.02782,3.985800028,6.934999943,0.521780014,0.470849991,0.059999999
"Täisteraküpsis, kakao ja šokolaaditükkidega, rikastatud, tüüp 'Belvita'",441.5,67,14.5,7.5,0,0,1.772760034,73.5,6.5,39,28,26.60000038,0.731000006,0.016799999,0.25999999,0.25999999,0,14.53999996,3.299999952,7.539999962,3.700000048,0,1.946840048,1.540150046,2.364559889,0.650839984,3.947999954,600,318.848999,58.82600021,112,225.6410065,4.199999809,2.178200006,0.40071699,1.851060033,6.645400047,5.955999851,7.951000214,66.68160248,13.52610016,12.9119997,7.399400234,0,0,3.599999905,11.64420033,0.330000013,0.057425,2.564699888,1.21310997,0.510500014,0.39012,0.089100003,2.921159983,12.9914999,0.0078,0.00975,1.5
"Täisteraküpsis, 5-vilja, piimaga, rikastatud, tüüp 'Belvita'",449.7999878,69,15,7.599999905,0,2.334290028,1.430879951,73.19999695,4.199999809,42,27,16.5,0.629000008,0.0135,9.880000114,0.129999995,0,15.01000023,1.799999952,8.399999619,4.809999943,0,0.816009998,0.253710002,3.060339928,0.950399995,1.605000019,360,181.7019958,25.69400024,112,137.4380035,4.199999809,1.19599998,0.202319995,1.238139987,3.801000118,6.517000198,1.275099993,36.74900055,17.91519928,17.70000076,2.592799902,0.017999999,0.017999999,3.599999905,18.57920074,0.330000013,0.035360001,2.565599918,0.785085022,0.470999986,0.313439995,0.06459,1.633080006,9.720499992,0.034499999,0.037500001,0.899999976
"Täisteraküpsis, metsamarja, rikastatud, tüüp 'Belvita'",456.1000061,68,15.5,8,0,2.344599962,1.410599947,74.30000305,6.300000191,46,22,13.26340008,0.25999999,0.333200008,4.104700089,4.145299911,0,13.45979977,1.600000024,7.511219978,4.348579884,0,0.710349977,0.199630007,2.916049957,0.879100025,0.129999995,332,246.2779999,26.9470005,112,131.3930054,4.199999809,1.23239994,0.165315002,1.464429975,2.029000044,3.518399954,1.146600008,51.66830063,0.066563003,0.02,0.56099999,0,0,3.599999905,17.49150085,0.330000013,0.025119999,1.824339986,0.536620021,0.722000003,0.300779998,0.046410002,2.387700081,8.667499542,0.013,0.02005,0.829999983
"Singirullid küüslaugujuustuga, valmistoit, tüüp 'Rimi köök'",235.9290009,2,17.79999924,16.89999962,0,49.01150131,4.937980175,2.06437993,0.064379998,0.699999988,1.299999952,1.179999948,0.064999998,0,0.021,0.028000001,0,17.75,6.5,6.550000191,4.699999809,0.30399999,4.302219868,1.678120017,3.49248004,0.53846103,53.99779892,280,116.7109985,527.9780273,24.03230095,385.2869873,0.335262001,16.53650093,0.0664047,0.082212202,17.41160011,18.45789909,4.101140022,3.832400084,115.1289978,110.5339966,55.36529922,0.120080002,0.071280003,0.611940026,3.358589888,0.224326,0.148315996,5.406630039,0.951375008,2.31656003,0.329640001,0.142315,1.551949978,22.26549911,1.37037003,0.261016995,0.699999988
"Küüslauk, marineeritud, õlis",86.5039978,10.69999981,2.200000048,4.5,0,63.68000031,6.497000217,13.65200043,2.951999903,15.76799965,4.522399902,3.442399979,0,0,0.432000011,0.648000002,0,2.203399897,0.200000003,1.322999954,0.680400014,0,0.083999999,0.033599999,0.448500007,0.159600005,0,2200,451.3569946,15.99880028,22.18560028,115.2630005,1.034719944,0.423099995,0.112680003,0.831200004,4.604000092,4.124000072,0.331,7.474599838,0,0,0.069300003,0,0,0.385199994,4.374000072,0.1008,0.043200001,1.529999971,0.367199987,1.368000031,0.345600009,0.218879998,0,2.700000048,0,2.951999903,5.5
"Linnupiimakook, tüüp 'Pagaripoisid'",237.7230072,11,20,3,0,65.45200348,0.809300005,11.86149979,0.861500025,4,7.025000095,3.220000029,3,0.293000013,0.469999999,0.041999999,0,19.96999931,12,4.949999809,3.019999981,0.233500004,4.703350067,1.252650023,3.407350063,0.601999998,24.09000015,80,133.7969971,68.09149933,17.55349922,74.59549713,0.472250015,0.486200005,0.106124997,1.079749942,8.675999641,1.884500027,5.663099766,25.23830032,138.9530029,136.3959961,30.81200027,1.142400026,0.112400003,3.073250055,9.162500381,0.01406,0.055849999,0.621599972,0.1043,0.423999995,0.128340006,0.020136001,1.385699987,3.414999962,0.224399999,0.140499994,0.200000003
"Kompvek, vanillitäidisega, tüüp 'Kalev'",459.3169861,57,24,2.200000048,0,11.50279999,1.044939995,60.25870132,3.258699894,8,49,45,0.157000005,1.450000048,2.200000048,0.170000002,0,24.03000069,15,8.090000153,0.939999998,0.434612006,6.771940231,4.617990017,0.614552975,0.081120901,31.42079926,104,251.5169983,31.6154995,45.2242012,84.38349915,1.596310019,0.622664988,0.322811991,0.542468011,36.1155014,1.704030037,2.597349882,6.018680096,118.0019989,111.6620026,76.39129639,0.0501475,0.0501475,0.343165994,1.386919975,0,0.036430702,0.471760005,0.162852004,0.43067801,0.045699101,0.00766962,0.020648999,1.953050017,0.022123899,0.031956699,0.25999999
Õunaroosid pärmitaignast,258.9639893,41.43099976,7.345160007,5.467649937,0,38.2602005,0.594263017,44.06269836,2.631750107,24.68379974,17.35359955,13.3302002,0.837891996,0,1.046030045,2.139430046,0,6.67031002,4.045159817,1.969380021,0.655771017,0.173448995,2.015079975,0.672315001,0.513675988,0.069779903,37.13809967,56.13479996,157.5019989,37.72380066,14.88059998,78.51499939,0.671914995,0.550834,0.107271999,0.344763011,4.894599915,5.526350021,1.10739994,4.913939953,70.08779907,65.77719879,51.93460083,0.213476002,0.213476002,0.489526004,0.844563007,0.146350995,0.072998703,2.235009909,0.561658025,0.355569988,0.359385997,0.061801199,2.572380066,24.85160065,0.215076998,1.380249977,0.140337005
"Küüslaugusai ""Tiri aga tõmba""",350.1960144,32.68249893,20.12350082,8.726650238,0,32.00960159,1.534749985,34.40650177,1.724020004,27.3784008,5.304080009,5.011779785,0.120421,0,0.063080899,0.108794004,0,19.3654995,10.01000023,6.53718996,2.818269968,0.482104987,5.113440037,1.768849969,2.392750025,0.226088002,35.88420105,296.5509949,116.6110001,135.7519989,16.87949944,141.8509979,0.477526009,6.773799896,0.108489998,0.806074977,5.970560074,7.497759819,2.647069931,6.699289799,139.7960052,125.6740036,170.151001,0.069473699,0.069473699,1.810909986,1.467370033,0.086710699,0.028455701,2.320349932,0.427089989,1.001049995,0.200595006,0.035820499,1.25466001,18.86120033,0.252631992,0.793157995,0.741376996
"Koorejogurt, rukkileiva-kaneeli, tüüp 'Alma'",130.1190033,15.0138998,6.5,2.599999905,0,74.53040314,0.627699971,15,0.581900001,1.724699974,13.29129982,9.781399727,3.368000031,0.070500001,0.036499999,0.034899998,0,6.131100178,4.132900238,1.784950018,0.213249996,0.239999995,1.754649997,0.716000021,0.140499994,0.062749997,18.15999985,53.64690018,106.935997,84.50879669,10.89960003,84.08540344,0.217120007,0.321520001,0.018239999,0.432999998,9.951999664,1.387400031,0.335999995,1.444599986,64.69869995,61.72000122,35.88800049,0.048,0.048,0.218549997,0.791999996,0.021441,0.079245001,0.648890018,0.093457498,0.60345,0.105071999,0.030832,1.951200008,3.927750111,0.29519999,0.317600012,0.134117007
"Jogurt, D-vitamiiniga, keskmiselt, R 1,5%, tüüp 'Tere'",72.37799835,12,1.5,2.700000048,0,83.06950378,0.553499997,12.03899956,0.039000001,0.815999985,11,7.09005022,3.970400095,0,0.059999999,0.055500001,0,1.199599981,0.800000012,0.360579997,0.039019998,0,0.44156,0.159319997,0.01654,0.052299999,5.332600117,44,113.8710022,95.93309784,8.679699898,70.76930237,0.05156,0.31220001,0.0075684,0.305079997,13.48719978,1.502150059,0.433999985,0.57980001,14.52810001,13.68220043,10.19180012,0.75,0.75,0.044640001,0.291500002,0.020594001,0.083324999,0.585606992,0.053592499,0.211500004,0.218735993,0.026055999,0.899760008,3.436280012,0.319620013,0.439550012,0.109999999
"Peet, keedetud",41.11800003,7.244999886,0.209999993,1.249500036,0,84.87999725,0.735000014,9.869999886,2.625,0.104999997,7.139999866,6.824999809,0,0,0.209999993,0.104999997,0,0,0,0,0,0,0,0,0,0,0,35.70000076,472.5,14.69999981,21,42,0.944999993,0.524999976,0.115500003,0.629999995,0.524999976,0,2.835000038,3.569999933,0.627900004,0,7.559999943,0,0,0.031500001,0,0.022050001,0.039375,0.312375009,0.178499997,0.157499999,0.1008,0.041999999,0,54.33750153,0,5.25,0.089249998
"Hapukoor, R 30%",291.2000122,2.700000048,30,2.599999905,0,63.50600052,0.491400003,2.700000048,0,0,3.101000071,0,3.101000071,0,0,0,0,28.82859993,20.20299911,7.874199867,0.751399994,1.120000005,8.769599915,3.280600071,0.586199999,0.168400005,89.70600128,39.81100082,90.41400146,72.79000092,5.489999771,56.93600082,0.019200001,0.203600004,0,0.075000003,8.081999779,1.677000046,0,0,280.6659851,268.1499939,150.8000031,0.129999995,0.129999995,0.687399983,3.825999975,0.01925,0.085050002,0.473450005,0.0068,0.549000025,0.201440006,0.022,1.496000051,3.630000114,0.225999996,0.079999998,0.099527501
Kartuli-juustuvorm (tüüp 'Mamma') ,146.4989929,14.5,8,3.599999905,0,70.14499664,1.908200026,15.54950047,1.049499989,12.80000019,1.700000048,0.068000004,1.019999981,0,0.2958,0.316000015,0,8.010000229,4.599999905,3.059999943,0.349999994,0.319999993,2.21310997,0.843360007,0.146090001,0.04603,23.60499954,316,274.4460144,65.79000092,17.12400055,79.30899811,0.256300002,2.625,0.085469998,0.40959999,4.829500198,1.662999988,0.926999986,4.416999817,70.61170197,67.29499817,39.95999908,0.044799998,0.044799998,0.220100001,1.715000033,0.047200002,0.019330001,0.608475029,0.033179998,0.844500005,0.104520001,0.0528,0.384539992,8.418000221,0.137199998,2.221250057,0.790000021
"Heeringafileetükid sibulamarinaadis, tüüp 'Viru Rand'",220.2059937,11.26669979,13.39999962,13.60000038,0,63.72219849,2.591480017,12,0.069629602,0,10.19999981,11.15190029,0,0,0.059259299,0.055555601,0,11.55560017,3,5.444439888,3.111109972,0,1.192589998,0.155555993,0.207406998,0.155555993,35.25930023,1300,249.0410004,22.10370064,21.55929947,151.7189941,0.56407398,0.265184999,0,0.749258995,13.66849995,25.96479988,1.377779961,6.274069786,3.117259979,3.111109972,0.074074097,6.222219944,0,0.312963009,0.0185185,0.0155556,0.116667002,3.231889963,1.767369986,1.722959995,0.405925989,0.212147996,2.933330059,4.055560112,6.222219944,0.144444004,3.25
"Verivorst, põdralihaga, tüüp 'Linnamäe Lihatööstus'",251.9329987,15,17,9,0,55.47740173,2.957509995,16.46640015,1.466359973,11.46809959,2.261970043,2.117690086,0,0.00797872,0.069148898,0.067154303,0,15.30599976,5.815289974,7.231649876,2.259040117,0.030585101,3.55704999,2.019150019,2.011840105,0.167153999,17.15430069,816.7990112,136.4530029,7.914889812,19.72870064,82.53919983,6.757309914,1.027459979,0.147713006,1.585970044,4.119019985,4.332449913,3.089760065,9.752659798,4.225389957,4.222070217,0.039893601,0.1875,0.1875,0.377460003,0.361036986,0.042872299,0.028191499,1.908149958,1.159929991,0.715160012,0.126462996,0.035744701,2.274729967,2.28324008,0.164095998,0.0388963,2.042000055
